nadir,risk,lo,hi
49.10112359550562,0.1431689811138999,0.12538281090972359,0.16300796930286987
49.39325842696629,0.14031934609394253,0.1226908676132939,0.1600187277454664
49.68539325842697,0.13759252132247582,0.12013288655147006,0.15713649227331689
49.97752808988764,0.13498893730042433,0.11771704021982783,0.15435168610670089
50.26966292134831,0.1325088990173577,0.11544984200990432,0.15165645959126745
50.561797752808985,0.13015261348502444,0.11333625821464925,0.14904468534524848
50.853932584269664,0.12792021715414145,0.11137980620375595,0.1465119659924313
51.146067415730336,0.1258118031814797,0.10958261442390747,0.14405567939782132
51.438202247191015,0.12382744853739173,0.10794542089847514,0.14167508548918267
51.73033707865169,0.12196724096670179,0.10646748510228342,0.1393715207249116
52.02247191011236,0.12023130583821007,0.10514638349223306,0.137148711036249
52.31460674157303,0.11861983293990722,0.10397765227011761,0.13501324094554615
52.60674157303371,0.11713310329833786,0.10295423440391155,0.13297522328026495
52.89887640449438,0.1157715161214241,0.10206568750970935,0.13104921449499204
53.19101123595506,0.11453561598451178,0.10129712865441304,0.12925540132626215
53.48314606741573,0.11342554135069188,0.10062725030063609,0.12762060748118056
53.7752808988764,0.11242919557743082,0.10001386237216275,0.12616965947665676
54.067415730337075,0.11152310386658054,0.0994007200221194,0.12491880839843796
54.359550561797754,0.11068411420605336,0.09873754437530789,0.12387746167200984
54.651685393258425,0.1098897662425647,0.09798494322448309,0.1230436807631569
54.943820224719104,0.10911819869333829,0.09711775829501569,0.12240046007915753
55.235955056179776,0.10834809462659728,0.09612599842074633,0.12191458571573163
55.52808988764045,0.10755866344016893,0.09501286985905318,0.12153856524270071
55.82022471910112,0.10672965845102786,0.09379078466356885,0.12121475087630318
56.1123595505618,0.10584142897912314,0.0924769023087452,0.1208801037793951
56.40449438202247,0.10487500566339669,0.09108943361878911,0.12047037188666251
56.69662921348315,0.1038122174841328,0.08964516759864477,0.11992321948194574
56.98876404494382,0.1026358385817845,0.0881580843852871,0.1191804403660561
57.28089887640449,0.10132976245696587,0.08663867594666265,0.1181896230955664
57.573033707865164,0.09987920050927898,0.08509359380811551,0.11690563291296996
57.86516853932584,0.0982709011261874,0.08352532051058699,0.11529218998669587
58.157303370786515,0.09649338467300238,0.08193162500655211,0.1133237510172072
58.449438202247194,0.094537526200579,0.08030461590326068,0.11098860223972101
58.741573033707866,0.09240948790627558,0.07863090262120953,0.10831866297686196
59.03370786516854,0.09013341906296751,0.0768923206743635,0.10539434259417209
59.32584269662921,0.08773423237807282,0.075065036303378,0.10230517943437453
59.61797752808989,0.08523612749029666,0.07312047361634212,0.09914454378706648
59.91011235955056,0.08266234867770661,0.07102783580737441,0.09600566715199303
60.20224719101124,0.08003498017402287,0.06875899340998931,0.09297552556403858
60.49438202247191,0.07737477941438334,0.06629570557040758,0.09012662712317772
60.78651685393258,0.07470104778647157,0.06363715372965534,0.08750873173195382
61.078651685393254,0.07203153775286474,0.06080405119560632,0.08514423775343435
61.37078651685393,0.06938239455899012,0.057836542735010855,0.08303001065777964
61.662921348314605,0.06676813017000705,0.0547867787096313,0.0811447502263365
61.95505617977528,0.0642016266075145,0.05170996491550641,0.07945806963198751
62.247191011235955,0.061694165496333185,0.04865734393060969,0.07793780036534755
62.53932584269663,0.05925548038984982,0.0456723221556371,0.07655427600734123
62.8314606741573,0.05689382832041818,0.04278921809603474,0.075282085985094
63.12359550561798,0.054615972908288186,0.04003344827584342,0.07410028527629409
63.41573033707865,0.052423992482872654,0.037418142084327186,0.07299133696532167
63.70786516853933,0.05031530376969824,0.03494554194746561,0.07194107325046864
64.0,0.04828711211840378,0.03261444573625831,0.07093889791919597
