arm,t,cif_aki,cif_death
shallow,4.50251256281407,0.039919742777836206,0.02547454031113671
shallow,4.5376884422110555,0.039919742777836206,0.02547454031113671
shallow,4.57286432160804,0.039919742777836206,0.02547454031113671
shallow,4.608040201005025,0.039919742777836206,0.02547454031113671
shallow,4.64321608040201,0.039919742777836206,0.02547454031113671
shallow,4.678391959798995,0.039919742777836206,0.02547454031113671
shallow,4.71356783919598,0.039919742777836206,0.02547454031113671
shallow,4.748743718592965,0.039919742777836206,0.02604861780287473
shallow,4.78391959798995,0.039919742777836206,0.02604861780287473
shallow,4.819095477386934,0.039919742777836206,0.02604861780287473
shallow,4.8542713567839195,0.04090674069066392,0.026750917448680234
shallow,4.889447236180905,0.04090674069066392,0.027438308181032225
shallow,4.924623115577889,0.04090674069066392,0.027438308181032225
shallow,4.959798994974874,0.04090674069066392,0.027438308181032225
shallow,4.994974874371859,0.04090674069066392,0.028143283642680213
shallow,5.030150753768845,0.04090674069066392,0.028143283642680213
shallow,5.065326633165829,0.04090674069066392,0.029041279698954453
shallow,5.100502512562814,0.04090674069066392,0.029041279698954453
shallow,5.135678391959799,0.04090674069066392,0.029041279698954453
shallow,5.1708542713567835,0.04090674069066392,0.029041279698954453
shallow,5.206030150753769,0.04090674069066392,0.029041279698954453
shallow,5.241206030150754,0.04090674069066392,0.029041279698954453
shallow,5.276381909547738,0.04090674069066392,0.029041279698954453
shallow,5.311557788944723,0.04090674069066392,0.02971150234397838
shallow,5.346733668341709,0.04090674069066392,0.02971150234397838
shallow,5.381909547738694,0.04090674069066392,0.031477567149708924
shallow,5.417085427135678,0.04171555183988413,0.031477567149708924
shallow,5.452261306532663,0.04171555183988413,0.032319632186408286
shallow,5.4874371859296485,0.04171555183988413,0.032319632186408286
shallow,5.522613065326633,0.04171555183988413,0.032319632186408286
shallow,5.557788944723618,0.04171555183988413,0.032319632186408286
shallow,5.592964824120603,0.04171555183988413,0.032319632186408286
shallow,5.628140703517587,0.04171555183988413,0.032319632186408286
shallow,5.663316582914573,0.04171555183988413,0.032319632186408286
shallow,5.698492462311558,0.04171555183988413,0.032319632186408286
shallow,5.733668341708543,0.04171555183988413,0.03278918854335075
shallow,5.768844221105527,0.04171555183988413,0.03334577016240599
shallow,5.8040201005025125,0.04171555183988413,0.03334577016240599
shallow,5.839195979899498,0.04171555183988413,0.03334577016240599
shallow,5.874371859296482,0.04171555183988413,0.03415167774834576
shallow,5.909547738693467,0.04171555183988413,0.03415167774834576
shallow,5.944723618090452,0.04171555183988413,0.035133316550961996
shallow,5.9798994974874375,0.04171555183988413,0.03585821228235262
shallow,6.015075376884422,0.04171555183988413,0.03585821228235262
shallow,6.050251256281407,0.04171555183988413,0.03673327043872621
shallow,6.085427135678392,0.04171555183988413,0.03673327043872621
shallow,6.1206030150753765,0.04171555183988413,0.03673327043872621
shallow,6.155778894472362,0.04171555183988413,0.03673327043872621
shallow,6.190954773869347,0.04171555183988413,0.03764795050842235
shallow,6.226130653266331,0.04171555183988413,0.03764795050842235
shallow,6.261306532663316,0.04171555183988413,0.03764795050842235
shallow,6.296482412060302,0.04171555183988413,0.038515352493183996
shallow,6.331658291457287,0.04171555183988413,0.038515352493183996
shallow,6.366834170854271,0.04171555183988413,0.038515352493183996
shallow,6.402010050251256,0.04171555183988413,0.038515352493183996
shallow,6.437185929648241,0.04171555183988413,0.038515352493183996
shallow,6.472361809045226,0.04171555183988413,0.038515352493183996
shallow,6.507537688442211,0.04229361989335538,0.038515352493183996
shallow,6.542713567839196,0.04229361989335538,0.038515352493183996
shallow,6.57788944723618,0.04229361989335538,0.038515352493183996
shallow,6.613065326633166,0.04229361989335538,0.038515352493183996
shallow,6.648241206030151,0.04229361989335538,0.038515352493183996
shallow,6.683417085427136,0.04229361989335538,0.03939669966474941
shallow,6.71859296482412,0.04229361989335538,0.03939669966474941
shallow,6.7537688442211055,0.04229361989335538,0.03939669966474941
shallow,6.788944723618091,0.04229361989335538,0.03939669966474941
shallow,6.824120603015075,0.04229361989335538,0.03939669966474941
shallow,6.85929648241206,0.04229361989335538,0.03939669966474941
shallow,6.894472361809045,0.04229361989335538,0.03939669966474941
shallow,6.9296482412060305,0.04229361989335538,0.041141154001824325
shallow,6.964824120603015,0.04229361989335538,0.041141154001824325
shallow,7.0,0.04318086931328434,0.041141154001824325
