ipcw_rd,ipcw_rd_lo,ipcw_rd_hi,neg_ctrl_rd,neg_ctrl_rd_lo,neg_ctrl_rd_hi,e_value,e_value_ci
0.051031742763919655,0.028158226888718715,0.07548122092168923,0.01588910272527429,0.00452945684347431,0.03018949495423019,2.536102314030144,1.8985987939838407
